target_id	state	reference_name	sequence_identity	exact_sequence_match_0.95	CA_coverage	sha256	reference_path
5jyt_a	state2	2qke.E.pdb	0.901961	0	0.867925	bf00da363108c98194f2d2fbc5135284c40a7e66a069a768fca6462a12d203fc	references/5jyt_a/state2_2qke.E.pdb
5jzh_a	state1	5jzh.A.pdb	1.000000	1	1.000000	58aaf6228e75c91f3d74888202b0ab676c63d16eabc130ea4f4897fc05135fb7	references/5jzh_a/state1_5jzh.A.pdb
5jzh_a	state2	5jzt.G.pdb	0.997636	1	0.995283	abd65d7531860fbeeca4c3203ddccf742aecb0ab264f0565ffa86b83bd97f72d	references/5jzh_a/state2_5jzt.G.pdb
5keq_f	state1	5keq.F.pdb	1.000000	1	0.979296	ce4b20390d293878cff48e4b4b3c52715a3f225ff95a1639b107a30c90bf89ba	references/5keq_f/state1_5keq.F.pdb
5keq_f	state2	1dzl.A.pdb	0.991209	1	0.933747	cd308f99629bbedb77ad5e89f78c5e8113c7c9758470c0fc0feef7a459d500f1	references/5keq_f/state2_1dzl.A.pdb
5l35_d	state1	5l35.D.pdb	1.000000	1	1.000000	0401468e3cc2b7c1815cb5c4107622b25233f9ca6a93102308adc562739cb1e1	references/5l35_d/state1_5l35.D.pdb
5l35_d	state2	5l35.G.pdb	1.000000	1	1.000000	3feec4ef8504d8243bfdc1b79e28ae54509aed61823832383233d3c4f1a810b0	references/5l35_d/state2_5l35.G.pdb
5ly6_b	state1	5ly6.B.pdb	1.000000	1	1.000000	2bff5918132d2b4103773714d57c9321cae674d79873cf9d5973d5c0d824aa33	references/5ly6_b/state1_5ly6.B.pdb
5ly6_b	state2	5aoe.B.pdb	0.983015	1	0.983015	8d76a9e92f91b22ca875bd3c08450d39615c8e9a8690ed73186b935e53066686	references/5ly6_b/state2_5aoe.B.pdb
6z4u_a	state1	6z4u.A.pdb	1.000000	1	0.865979	1d7861fc2fcd6a1c27094713aefb5940c04c08a30d4dee442c9b2122d35465b6	references/6z4u_a/state1_6z4u.A.pdb
6z4u_a	state2	7kdt.B.pdb	1.000000	1	0.391753	4302db797a584992f369822c627935621d5da6cf44b7013d9f06d9c0128d5282	references/6z4u_a/state2_7kdt.B.pdb
7ahl_e	state1	7ahl.E.pdb	1.000000	1	1.000000	0c19110d08f11662b8df3c4e0754e22756a2b8d101ccc2fd71a6add400a43ee3	references/7ahl_e/state1_7ahl.E.pdb
7ahl_e	state2	4yhd.G.pdb	0.992883	1	0.952218	fb8a72f5baa6c4edd00faab0700bb45068aa0aa8413ce981ca12cba892ffed7b	references/7ahl_e/state2_4yhd.G.pdb
