target_id	state	reference_name	sequence_identity	exact_sequence_match_0.95	CA_coverage	sha256	reference_path
2in2_a	state1	2in2.A.pdb	1.000000	1	1.000000	889b47339b17c21e55f2545a848a8e921ec621274ad4704c084feac88d6aa2d3	references/2in2_a/state1_2in2.A.pdb
2in2_a	state2	2b0f.A.pdb	1.000000	1	1.000000	7e6fa8cf52443d4f87d2010457857e5c9c9391f0f34bc1b5fb551c728f9acdeb	references/2in2_a/state2_2b0f.A.pdb
2ju3_a	state1	2ju3.A.pdb	1.000000	1	1.000000	6ae3f1d615d74ecc8c5ce82250c3c1caa1af6a875af43cfbb507a2715fe0d801	references/2ju3_a/state1_2ju3.A.pdb
2ju3_a	state2	2ju8.A.pdb	1.000000	1	1.000000	05f6838ad9deee0d26b4c4fe3f719efbbd05c16749305dbd267e838b6c50c7f1	references/2ju3_a/state2_2ju8.A.pdb
2jww_a	state1	2jww.A.pdb	1.000000	1	1.000000	63fd3b2c0b06c1e3b4efeefb31fa6b05da49a52cca7dd57ad8ff7397bcd3a1cd	references/2jww_a/state1_2jww.A.pdb
2jww_a	state2	1rtp.1.pdb	1.000000	1	1.000000	dcaebe32dbdf50a96fbf9eb4e2643b970293f41d3788227c59965094ac4aa2ed	references/2jww_a/state2_1rtp.1.pdb
2k43_a	state1	2k43.A.pdb	1.000000	1	1.000000	161b816f02d4335f775e1f7d3366157d55f042bec4a78f8fc8553fa6a6ebe675	references/2k43_a/state1_2k43.A.pdb
2k43_a	state2	2k8r.A.pdb	1.000000	1	1.000000	43d6db9fd72396afc304f4a7dc9e833e6cf8ae8409c28f6e4041c814a719b4c4	references/2k43_a/state2_2k8r.A.pdb
2kq2_a	state1	2kq2.A.pdb	1.000000	1	1.000000	8c4a2a526cc6d0ca32016edf5b0c5977dc76dd366a37ded841cd225bf872acac	references/2kq2_a/state1_2kq2.A.pdb
2kq2_a	state2	2kw4.A.pdb	1.000000	1	1.000000	8eb6a85223b76700efe4397c2255ae19028539d9cd2cc282fcc66c92a22a99c7	references/2kq2_a/state2_2kw4.A.pdb
2kxl_a	state1	2kxl.A.pdb	1.000000	1	1.000000	fef5e2ad5a355583aaaab67c3b669cfa3389ee157d66ec1b6e9823e7a33d131b	references/2kxl_a/state1_2kxl.A.pdb
2kxl_a	state2	2k0g.A.pdb	1.000000	1	1.000000	9e666243b5187bf9f58bda32c4509d7138c79c8fcfbd496c9f5b235c663dbdbd	references/2kxl_a/state2_2k0g.A.pdb
2l50_a	state1	2l50.A.pdb	1.000000	1	1.000000	ffc58194a38882c1f37d565fbe7f206f9feb628be77520608cfef53de512459e	references/2l50_a/state1_2l50.A.pdb
2l50_a	state2	2l51.B.pdb	1.000000	1	1.000000	b9b284cc42a7b9984cfe77eaed50fa9b62a2aedb4aff6374e60e390da5eb9ffc	references/2l50_a/state2_2l51.B.pdb
2l68_a	state1	2l68.A.pdb	1.000000	1	1.000000	355cc8dda2503aa92778a86ecd969132fd15ef7ab3851145054868468930385b	references/2l68_a/state1_2l68.A.pdb
2l68_a	state2	2lkk.A.pdb	1.000000	1	1.000000	7aa8177d5c702f1f504928e7431d36e385ae6f452e23c8923bf46d60450561cd	references/2l68_a/state2_2lkk.A.pdb
2lao_a	state1	2lao.A.pdb	1.000000	1	1.000000	48190e1e6c100b967afabeba39bcde1b029c1941b6996090696d29f2f2b15622	references/2lao_a/state1_2lao.A.pdb
2lao_a	state2	1lah.E.pdb	1.000000	1	1.000000	e9a77ddccddec965afa85293b4a2229e564c9c68a6a362297771fc15f1e7fa9b	references/2lao_a/state2_1lah.E.pdb
2lhs_a	state1	2lhs.A.pdb	1.000000	1	1.000000	f3c43994bebd0cc2dd129b98ea9b9f673578459b0192a1f07e093bc134f7414d	references/2lhs_a/state1_2lhs.A.pdb
2lhs_a	state2	2bem.A.pdb	1.000000	1	1.000000	f57f0cae3ad38b791b938699a3661f7dadbc0443f4b9cb984e450378951bbc03	references/2lhs_a/state2_2bem.A.pdb
2lkc_a	state1	2lkc.A.pdb	1.000000	1	1.000000	5183412d4bfb29eba35f0908b51a807d00c17f46c6114a1332e9ae3ab23d2ae1	references/2lkc_a/state1_2lkc.A.pdb
2lkc_a	state2	2lkd.A.pdb	1.000000	1	1.000000	61792801b8db2dbfdf4e80f64f77576725c4a10f4cf3f6b9a103a1ed2cb9ac9b	references/2lkc_a/state2_2lkd.A.pdb
2nln_a	state1	2nln.A.pdb	1.000000	1	1.000000	c4be3ba6afdbe87409c56c977bc9447257b6b98329ef80c17d5f72f23db4dfae	references/2nln_a/state1_2nln.A.pdb
2nln_a	state2	1rro.A.pdb	1.000000	1	1.000000	e2c0cbdd176ff09b63f10e0231db5966d2470a5887d161689d3447bfce04f61c	references/2nln_a/state2_1rro.A.pdb
2p3m_a	state1	2p3m.A.pdb	1.000000	1	1.000000	5ae869a48459cd0487713ea90e260d42fd173ffd17029b3043095574db869aae	references/2p3m_a/state1_2p3m.A.pdb
2p3m_a	state2	2vbt.A.pdb	1.000000	1	1.000000	e6176317ec4ed9bde46ac31213051b92242c67ec2912f0c0783713b988762a9f	references/2p3m_a/state2_2vbt.A.pdb
2rcs_h	state1	2rcs.H.pdb	1.000000	1	1.000000	14f4b0b80bd85d66ef658542069a266e7f8afed176026c165cac5e10700ae73b	references/2rcs_h/state1_2rcs.H.pdb
2rcs_h	state2	1aj7.H.pdb	1.000000	1	1.000000	63b4614694955924387133b4a12d32ea8a46ac0c235d7e590f40cc7464fef575	references/2rcs_h/state2_1aj7.H.pdb
2uz5_a	state1	2uz5.A.pdb	1.000000	1	1.000000	394558610fd97bfc678152a4fdc3921a07dff989b69bc3cdeb3b77a738dd8034	references/2uz5_a/state1_2uz5.A.pdb
2uz5_a	state2	2vcd.A.pdb	1.000000	1	1.000000	4d819e5ae6fcbaad64302f62c38b0c4346fe9ef9bf9d346e08e29890693e5ff2	references/2uz5_a/state2_2vcd.A.pdb
4ake_b	state1	4ake.B.pdb	1.000000	1	1.000000	51a32bd3c3096028b96d4f06cfc4d26b1d491391b8801c2a7fe0970533517e57	references/4ake_b/state1_4ake.B.pdb
4ake_b	state2	2eck.B.pdb	1.000000	1	1.000000	43825c60138f8fa1b6fbe91146a3290da534fb7f2f63c1225fe6428207947ff5	references/4ake_b/state2_2eck.B.pdb
4lp5_a	state1	4lp5.A.pdb	1.000000	1	0.993421	68bb7686ea91ece172e2dacf338152d5baa2bd70e74d46771f5bb6d0c87fabaf	references/4lp5_a/state1_4lp5.A.pdb
4lp5_a	state2	4p2y.A.pdb	1.000000	1	0.990132	717a712bd30f6f7bbca8806e2c3bf1b66c7ce64d0af3567739b9c3fff49e9c92	references/4lp5_a/state2_4p2y.A.pdb
6oy9_b	state1	6oy9.B.pdb	1.000000	1	0.997059	40ee8b97932c96fd463d5768634ddbfb83c8912ebc1fdf3447d3682171a04b2c	references/6oy9_b/state1_6oy9.B.pdb
6oy9_b	state2	1a0r.B.pdb	1.000000	1	0.997059	31154b0c07f5e6a99afe2728b045dea070d389619f709c55e01d95ff33b2bd54	references/6oy9_b/state2_1a0r.B.pdb
7azp_a	state1	7azp.A.pdb	1.000000	1	0.954545	1f39c5eada778bdbf5f23483cbb8be8883fbeb00d9726e063852b4b921b044ac	references/7azp_a/state1_7azp.A.pdb
7azp_a	state2	4pj1.A.pdb	0.994297	1	0.950909	270bf4e76cbbdd08bca44721a79cf30fc5383b1b3540c56ed5e7bfb8057c37b3	references/7azp_a/state2_4pj1.A.pdb
